company_name,sector,revenue,ebitda,ebitda_margin,net_profit_margin,debt_to_equity,interest_coverage,current_ratio,quick_ratio,roa,roe,operating_cash_flow,total_debt,dscr,promoter_holding,company_age,market_cap,external_macro_risk_flag,qualitative_risk_score,credit_rating
Shri Power,Telecom,10.0,6625.82,27.92,16.11,0.26,5.74,2.02,1.1,12.56,16.35,7237.29,12900.68,4.06,58.43,45.03,110807.77,0,1.7,AA
Bharat Foods,Real Estate,4348.1,884.26,18.26,-0.05,1.55,2.08,1.07,1.01,2.54,6.3,1288.78,34107.12,1.62,40.09,17.6,8280.32,0,5.8,BB+
Aarav Holdings,IT & Technology,73414.84,15446.26,24.73,10.92,0.51,4.32,1.91,1.37,11.86,25.52,14431.44,39380.82,4.45,69.25,69.86,56089.79,1,3.0,AA-
Prem Technologies,Aviation,29933.79,8491.59,18.76,9.61,1.29,3.8,2.07,1.48,4.05,11.68,3349.24,36468.76,2.51,50.97,14.51,119777.35,0,3.9,A+
Sagar Infra,Steel & Metals,5296.87,677.9,17.65,-1.75,1.97,1.03,1.05,0.67,1.52,7.11,-740.82,12845.12,1.17,22.97,30.11,4433.25,0,6.0,BB+
Krishna Power,Telecom,751.06,23.26,1.78,-19.03,10.26,-0.14,0.44,0.36,-8.83,-28.56,-424.83,10.0,0.14,2.56,10.0,467.51,1,9.5,D
Desh Chemicals,Textiles,16384.35,3366.1,10.48,10.7,1.16,4.03,1.04,0.96,7.19,13.91,1064.87,13453.3,1.31,40.12,10.01,17927.36,0,4.4,BBB
Surya Chemicals,Media & Entertainment,47734.84,12456.51,31.33,13.55,0.38,7.46,1.63,1.81,10.59,18.22,18647.85,37984.97,2.15,64.48,45.38,72304.54,0,1.1,AA+
Krishna Agri,Infrastructure & Construction,29626.42,4029.89,10.67,6.24,0.52,3.12,1.26,0.67,6.55,14.83,2450.75,16332.24,2.02,47.76,13.18,10209.83,0,5.2,BBB
Vijay Ventures,Infrastructure & Construction,80373.47,26524.43,19.33,23.33,0.25,27.76,2.57,2.16,22.49,22.97,17391.33,7104.62,7.29,52.73,63.54,152644.47,0,1.0,AAA
Jai Logistics,Banking & Financial Services,8029.38,302.77,0.14,4.76,2.1,1.17,1.07,0.67,-2.29,5.78,169.82,9367.77,0.77,10.85,13.15,10.0,0,7.6,B+
Aarav Pharma,Media & Entertainment,25740.37,1360.77,22.26,10.84,1.03,2.17,0.97,1.07,3.53,14.6,1276.86,9191.95,1.92,39.77,24.09,34789.84,0,5.1,BBB-
Prem Steel,Banking & Financial Services,55128.67,2148.31,27.35,16.64,0.68,11.82,2.1,2.01,10.12,18.99,9133.1,27541.09,3.42,74.48,72.26,152436.3,0,1.3,AA-
Indus Limited,Banking & Financial Services,14465.56,11749.08,25.25,15.21,0.17,13.45,3.28,2.11,14.26,18.9,5942.02,22870.34,5.91,54.48,35.18,166438.22,0,1.8,AA+
Deccan Pharma,Infrastructure & Construction,43462.88,10486.66,25.42,20.41,0.34,13.27,2.25,2.53,11.96,17.61,14448.29,17954.25,2.0,55.59,38.16,4460.95,0,1.0,AA-
Ashoka Exports,Banking & Financial Services,591.39,-402.56,-17.22,-28.29,6.74,-1.39,0.4,0.21,-15.6,-27.32,-469.27,7168.95,0.46,16.59,10.0,252.16,0,10.0,D
Laxmi Ventures,Steel & Metals,17647.55,4944.23,17.31,8.06,0.27,5.07,2.15,1.37,11.9,18.0,8095.86,56239.74,2.72,52.76,31.86,96313.6,0,3.0,A-
Durga Ventures,Real Estate,10938.38,546.99,12.13,5.24,1.69,2.45,0.78,0.83,2.31,15.59,893.5,10036.08,0.79,60.28,15.2,3251.89,0,7.0,BB
Ashoka Finance,Power & Utilities,21339.53,3039.5,15.8,8.7,1.33,4.01,1.73,1.01,3.37,10.57,3856.81,10.0,0.91,59.02,39.2,1022.0,0,4.7,BBB
Chanakya Exports,Pharmaceuticals,12391.7,3611.06,8.54,4.68,1.08,3.33,1.06,1.2,4.16,9.73,3008.79,18453.1,2.22,36.8,10.03,15353.19,0,4.0,BBB
Jai Agri,Chemicals,15306.16,15276.08,20.45,10.19,0.69,8.1,2.77,1.61,11.88,17.15,-4930.97,8358.56,3.67,61.65,15.15,96783.9,0,2.7,AA
Chanakya Power,Cement,3941.8,660.23,9.27,2.38,3.19,0.82,1.46,0.42,0.21,6.61,425.82,15899.11,0.97,3.75,21.54,2490.27,1,5.9,B-
Laxmi Enterprises,Automobile,34618.23,4964.24,22.86,13.27,0.91,3.88,1.78,1.24,9.24,18.96,6601.9,8857.42,2.89,83.33,51.75,10.0,0,4.2,A+
Sagar Textiles,Power & Utilities,13176.73,2079.82,13.67,9.66,0.74,4.93,1.38,0.77,7.25,6.36,1500.62,13139.9,2.87,39.78,10.0,11272.77,0,5.6,BBB
Laxmi Corporation,Cement,37765.4,5813.8,15.94,5.33,1.85,3.06,1.2,0.9,2.5,9.6,2080.41,28767.88,1.61,32.79,10.0,23143.55,1,4.6,BBB-
Parvati Enterprises,Chemicals,10325.44,3776.97,21.95,5.66,1.24,4.65,1.17,1.0,4.92,7.07,2803.3,20378.54,2.08,33.76,24.1,40726.01,0,5.3,BBB-
Vijay Textiles,Steel & Metals,7840.39,-11.98,6.8,-0.45,2.73,0.61,0.56,0.55,2.08,4.15,320.88,13730.8,0.9,42.94,10.35,3207.23,0,7.6,B-
Sahyadri Textiles,Automobile,51064.09,14720.19,23.69,14.26,0.54,8.48,2.13,1.28,11.32,20.34,9728.51,10.0,4.39,59.2,27.1,146396.21,0,3.3,AA
Desh Ventures,Pharmaceuticals,14426.33,-1537.73,15.89,6.78,0.98,2.61,1.36,0.88,1.29,14.82,2060.16,11216.78,1.24,57.25,11.02,22009.81,0,4.6,BBB+
Durga Exports,Energy & Oil,10135.93,4708.56,20.04,12.94,0.56,5.82,2.16,0.72,7.98,11.2,1789.26,31915.17,2.36,37.4,47.89,77602.69,0,2.3,A-
Bharat Polymers,Aviation,40682.23,6218.07,27.5,14.47,0.89,3.96,2.0,0.85,11.26,16.69,2700.68,40070.16,4.59,49.39,38.6,37045.12,0,2.3,A-
Konkan Limited,Power & Utilities,49986.76,14305.04,35.79,8.82,0.44,13.86,2.08,1.53,8.5,14.27,44.88,14449.42,2.81,59.18,30.18,71224.54,0,2.5,AA
Nav Ventures,FMCG,36786.94,6567.5,25.51,20.27,0.53,8.17,2.14,0.78,10.58,16.4,5399.24,12974.82,3.39,67.92,58.38,44312.49,0,2.1,AA
Kaveri Technologies,FMCG,44571.82,8154.78,20.46,14.15,0.62,8.73,1.8,1.0,7.43,19.93,4299.43,42243.37,2.3,42.81,39.92,23780.82,1,3.8,A+
Surya Technologies,Aviation,14275.31,7178.51,17.26,13.4,1.37,5.26,2.01,1.31,8.06,14.34,2570.33,33027.1,2.57,41.14,44.17,52970.29,0,4.6,A+
Vivek Solutions,Infrastructure & Construction,10.0,13227.69,15.6,12.85,0.62,4.15,2.33,1.95,7.45,16.34,6227.97,53957.6,1.11,56.53,23.27,10.0,0,5.0,A-
Krishna Textiles,Automobile,8439.51,4581.53,20.99,7.96,1.25,1.44,1.19,1.23,5.12,12.1,2739.68,46304.05,1.58,67.26,25.34,45412.98,0,5.1,BBB
Prem Holdings,Steel & Metals,11063.13,3278.94,21.11,9.14,1.69,2.7,1.15,1.0,4.92,10.44,774.46,34383.82,1.62,65.11,24.13,29726.43,1,4.3,BBB
Radha Infra,Energy & Oil,36609.65,16177.5,21.26,15.61,1.01,6.61,1.87,1.49,9.91,9.59,6989.21,25238.83,2.49,67.55,23.2,8156.93,0,2.4,A-
Saraswati Infra,Real Estate,10.0,11587.2,20.79,13.89,0.67,3.23,1.33,1.2,4.82,16.23,4150.17,30775.54,2.92,56.64,37.99,39682.98,0,3.7,A-
Prem Chemicals,Infrastructure & Construction,10.0,18525.68,25.9,18.26,0.24,9.05,1.65,1.9,6.78,14.29,14205.88,14447.51,2.87,67.07,56.22,143324.27,0,2.3,AA-
Ganesh Enterprises,Telecom,12954.07,1703.84,15.84,6.42,1.03,4.22,1.76,1.1,8.59,8.88,-808.35,28575.53,1.41,44.72,10.0,6511.85,0,4.7,BBB
Arun Ceramics,Infrastructure & Construction,22898.07,7904.82,26.2,14.71,0.31,7.22,1.84,1.27,7.94,15.82,3232.45,25264.74,3.75,43.55,19.64,48148.78,0,2.1,A
Arjun Ceramics,Media & Entertainment,66221.31,41383.46,29.73,20.89,0.01,17.19,2.86,1.67,14.54,22.85,8464.61,17654.83,6.8,60.18,37.65,182241.99,0,1.0,AAA
Himalaya Infra,Media & Entertainment,40414.05,4448.93,21.21,9.74,0.63,9.05,1.24,1.47,12.33,17.74,675.61,8776.29,2.2,53.89,34.71,11849.1,0,2.9,A-
Prem Enterprises,Steel & Metals,26746.56,16431.13,15.33,8.09,0.46,7.27,1.78,0.99,7.09,11.83,7183.57,68265.65,3.24,50.88,24.02,9698.0,0,4.0,A-
Bharat Steel,IT & Technology,38347.48,22493.34,25.13,19.1,0.56,9.47,1.72,1.54,13.53,15.97,13638.45,9007.17,4.58,61.13,23.97,86559.13,0,1.5,AA-
Narmada Pharma,Automobile,4290.5,2861.01,25.67,5.98,1.4,3.81,1.22,1.04,4.1,9.93,-490.29,19706.77,2.25,48.69,34.91,28704.91,0,4.5,BBB
Meera Pharma,Textiles,10137.36,58.98,13.66,8.44,1.89,4.13,1.14,0.64,4.59,13.44,2102.89,26503.81,1.71,56.6,10.0,44062.73,0,5.6,BBB
Ganga Chemicals,Infrastructure & Construction,12278.16,2768.34,13.79,8.77,1.38,4.77,1.82,1.08,8.43,11.28,4439.39,25144.64,1.53,50.17,29.03,19517.03,0,5.7,BBB-
Radha Polymers,Textiles,14766.27,-2887.78,23.39,7.11,0.87,2.15,1.3,0.86,3.53,8.95,3453.54,44364.36,2.21,61.47,20.23,21569.98,1,4.5,BBB-
Param Logistics,Real Estate,10742.7,4709.1,20.45,8.2,0.72,3.15,0.97,1.02,5.51,10.19,2935.08,25002.81,1.93,33.58,21.47,26147.64,0,4.8,BBB-
Sahyadri Corporation,FMCG,39915.12,11451.68,19.02,16.59,1.16,8.76,1.98,2.13,6.46,23.5,9073.2,48105.81,2.54,62.13,49.12,17379.24,0,1.8,A
Indus Foods,Pharmaceuticals,7108.34,547.19,9.13,12.77,2.83,0.85,1.29,0.96,2.49,7.53,965.59,2533.89,0.89,44.41,18.8,3748.62,1,6.4,BB
Himalaya Holdings,Energy & Oil,23861.51,2847.03,23.11,5.91,1.28,3.07,1.58,0.8,8.85,5.93,5587.86,21079.86,2.08,64.01,32.58,9049.6,0,6.5,BBB+
Meera Enterprises,Steel & Metals,14028.75,17032.93,21.93,10.27,0.53,5.55,1.02,1.15,7.34,10.7,8991.38,24718.51,2.29,48.1,36.26,52196.64,0,3.6,A-
Anand Capital,FMCG,14493.24,721.07,13.56,9.74,1.43,3.22,1.6,0.76,3.1,10.25,5195.62,21959.02,1.66,66.53,21.13,53521.0,1,4.2,BBB
Arjun Finance,Pharmaceuticals,27005.48,6379.12,15.96,22.41,0.9,6.93,1.62,1.1,10.56,8.3,1428.54,24290.37,3.88,47.51,36.99,50831.86,0,2.2,A
Prem Capital,Pharmaceuticals,22359.63,2602.2,19.62,5.54,1.21,3.38,1.1,0.68,3.84,11.39,1137.56,16039.12,0.86,43.55,34.24,30577.7,0,5.0,BBB+
Durga Textiles,Banking & Financial Services,9218.26,537.39,16.5,10.2,1.9,4.07,0.98,0.55,1.94,6.34,2187.24,13188.41,0.94,29.42,27.12,13983.81,1,5.0,BB+
Bharat Ceramics,Chemicals,614.22,1002.44,7.76,1.2,4.0,1.98,0.89,0.6,0.13,1.86,-245.9,76.91,0.37,51.27,10.0,7874.91,0,8.9,B+
Deccan Exports,Media & Entertainment,2904.84,-148.17,10.14,5.21,1.78,0.83,0.72,0.58,1.16,1.59,-345.67,7352.97,0.98,31.87,10.04,673.06,0,8.6,B-
Himalaya Textiles,Infrastructure & Construction,3602.23,4441.65,15.24,8.73,0.91,3.08,1.4,0.87,5.66,12.37,6410.87,23338.28,0.84,61.96,21.96,50178.88,0,4.6,BBB+
Kaveri Textiles,FMCG,22219.03,1812.09,15.01,10.03,1.65,4.57,1.42,1.62,4.27,6.18,-46.46,37688.09,1.76,49.91,18.57,13209.46,1,5.4,BBB+
Param Exports,Aviation,7513.1,1548.0,11.36,2.72,0.92,0.76,1.91,1.1,5.01,4.98,805.71,7846.37,0.81,33.76,28.61,13044.47,0,6.2,BB
Desh Agri,FMCG,43484.22,4930.63,20.4,13.61,0.92,6.51,1.54,1.11,5.17,8.75,5541.01,40243.89,1.7,55.28,41.42,10.0,0,4.8,A
Kaveri Finance,Cement,10759.71,-296.37,12.63,1.76,2.21,1.45,1.14,0.69,3.0,5.3,665.88,4243.95,1.35,44.45,10.0,13957.5,0,6.6,BB-
Vijay Logistics,Telecom,22645.62,3656.48,20.83,7.12,1.61,3.65,1.55,1.1,7.48,13.16,1702.7,12304.8,1.78,38.88,13.48,10.0,1,6.6,BBB+
Parvati Polymers,FMCG,33587.49,27324.22,27.42,15.8,0.2,10.01,3.15,2.22,11.82,13.41,5257.01,11768.9,5.08,74.32,44.94,81815.17,1,1.7,AA
Indus Steel,FMCG,51295.58,17240.76,19.82,13.46,0.36,14.25,3.16,1.65,10.2,15.6,11010.48,15397.34,3.7,62.13,35.92,88624.72,0,2.2,AA+
Ganesh Foods,Power & Utilities,5792.76,1809.76,2.92,8.72,1.88,2.49,1.33,0.66,1.63,3.9,651.76,22992.05,1.02,50.51,10.0,5686.6,0,6.4,BB-
Vindhya Textiles,Cement,29271.41,9402.1,6.83,11.95,0.71,8.25,1.97,0.67,6.11,22.76,14703.76,6430.73,3.17,57.71,24.06,10.0,0,3.0,AA+
Chanakya Solutions,FMCG,40653.43,11438.57,12.23,12.23,0.72,5.83,1.72,1.07,0.46,19.65,7319.96,5735.65,3.18,46.63,26.97,26947.56,0,2.9,A+
Laxmi Agri,IT & Technology,10256.98,12592.85,19.11,11.41,1.01,4.66,1.61,1.41,4.15,15.88,2977.15,40832.09,3.24,56.97,12.72,46898.14,0,3.5,A
Laxmi Limited,Aviation,10.0,3214.17,32.13,17.48,0.43,7.27,1.66,1.68,9.97,24.19,9891.42,22704.65,2.41,54.39,44.65,77632.86,0,2.8,AA-
Surya Logistics,Aviation,57266.82,8152.36,25.72,14.49,1.13,4.78,1.72,1.23,9.37,18.17,6500.22,41150.6,2.35,62.62,44.19,70324.89,0,4.1,A
Ganesh Infra,Steel & Metals,3529.98,1358.69,11.2,0.01,2.08,1.0,1.04,0.81,1.9,7.25,839.93,7798.18,1.37,31.3,36.3,7343.13,1,8.2,BB+
Ashoka Textiles,Pharmaceuticals,33148.23,12187.9,38.03,17.95,0.09,19.27,2.55,2.33,16.81,23.37,39563.17,1202.06,3.77,59.95,100.22,379800.25,0,1.0,AAA
Nav Chemicals,Media & Entertainment,4612.43,537.15,6.87,8.48,1.65,1.91,1.34,0.47,3.08,3.71,623.35,10135.79,1.01,45.16,19.77,6681.08,1,5.8,BB-
Saraswati Corporation,Energy & Oil,6044.76,327.83,3.07,-1.38,2.31,1.94,0.89,0.43,2.38,1.11,285.13,7154.72,1.12,26.14,20.39,376.85,0,8.6,B+
Indus Ceramics,Chemicals,33027.14,17721.6,18.65,13.03,1.37,2.97,1.14,1.02,10.03,8.56,8388.2,35900.6,4.41,64.55,36.37,90773.99,0,3.1,A
Shri Ceramics,Chemicals,21384.86,10014.44,24.76,16.7,0.07,9.34,2.21,1.82,15.88,18.74,5542.62,183.05,4.49,49.31,55.0,183845.21,0,2.9,AA
Krishna Capital,Textiles,27926.22,5038.08,4.52,5.44,0.69,4.13,1.52,0.33,4.4,13.4,2766.36,21755.2,1.62,35.29,23.83,20781.4,1,5.6,BBB
Deccan Engineering,Banking & Financial Services,52146.54,21664.36,22.75,10.22,0.6,10.38,2.45,1.09,16.37,20.84,9272.02,10774.56,4.88,46.98,75.92,63207.7,0,2.4,AA
Vindhya Holdings,Infrastructure & Construction,58453.44,4193.09,20.09,15.22,1.0,8.2,1.61,1.33,11.12,12.18,8290.16,24712.6,2.96,53.01,22.54,42179.2,0,3.4,A
Kaveri Power,Cement,4359.1,202.99,-3.26,-13.82,2.76,0.89,0.5,0.36,-3.92,-9.56,-600.88,4505.72,0.29,19.49,14.64,992.7,0,8.6,C
Konkan Industries,Textiles,1200.77,-637.85,-10.78,-35.17,10.51,-1.0,0.39,0.13,-16.91,-46.67,-981.39,10938.37,-0.04,2.52,10.0,265.31,1,9.4,D
Shakti Agri,Automobile,13163.03,2199.4,18.02,-0.87,1.29,2.56,1.04,0.97,3.31,11.74,1425.63,26610.17,1.08,40.64,15.56,10.0,0,7.1,BB
Anand Chemicals,Pharmaceuticals,23789.51,13370.67,16.85,4.65,1.1,3.44,1.72,1.37,8.96,18.39,8323.41,36248.39,2.17,55.53,13.93,96864.13,0,3.2,A
Meera Steel,Steel & Metals,1811.26,1539.67,15.07,6.41,1.66,3.77,1.26,0.97,7.44,13.73,450.21,11832.18,2.04,52.24,13.5,31236.9,0,6.0,BBB-
Nav Solutions,Chemicals,20294.49,736.15,12.35,6.36,1.26,3.26,1.06,0.65,6.1,11.86,2689.97,23248.78,1.49,50.21,49.39,37618.51,0,4.6,BBB-
Radha Capital,Media & Entertainment,10.0,12309.12,23.93,9.82,0.37,3.69,1.98,1.27,9.73,15.35,9867.04,33543.63,3.46,26.92,17.19,39069.45,1,5.0,A
Arjun Enterprises,Steel & Metals,13357.64,1776.84,5.23,10.59,0.98,7.05,1.18,1.53,6.5,7.92,2917.86,29256.57,1.69,58.06,32.16,28945.08,0,4.1,BBB
Surya Power,Automobile,76928.58,26112.78,16.87,20.85,0.24,8.52,2.6,1.84,19.79,23.1,27324.41,14057.48,2.19,67.38,41.84,166439.99,0,1.6,AAA
Sahyadri Engineering,Pharmaceuticals,76629.46,20529.17,34.52,22.91,0.09,6.42,1.3,1.85,8.92,16.04,9700.42,26590.85,2.31,45.41,42.02,171924.76,0,1.9,AA-
Konkan Corporation,Aviation,10.0,4905.35,11.32,4.56,0.51,1.77,1.11,0.94,2.58,11.56,2056.39,46663.91,0.95,49.94,25.74,4541.64,0,5.6,BBB+
Chanakya Finance,Infrastructure & Construction,52412.29,23691.24,11.93,12.63,0.8,12.74,2.47,2.09,5.25,21.18,17386.22,14095.6,6.43,59.96,10.0,122876.32,1,3.4,AA
Jai Limited,Pharmaceuticals,63698.6,9814.55,34.01,19.76,0.33,9.54,2.46,1.45,10.0,18.15,4605.21,10.0,4.04,38.11,27.1,10.0,0,2.8,AA
Narmada Agri,Energy & Oil,6888.46,993.28,4.74,2.03,2.03,1.96,1.36,0.99,2.62,1.44,346.01,15023.11,0.97,27.24,18.56,22581.82,0,6.5,BB-
Himalaya Limited,Cement,12.78,-2.64,-11.0,-18.55,11.08,-1.21,0.35,0.37,-9.47,-52.19,-372.59,5091.51,0.23,22.08,10.0,494.09,1,9.8,D
Ganesh Exports,Telecom,20755.29,5991.93,17.07,8.07,1.66,6.19,1.67,1.05,5.87,11.77,2533.33,45982.05,1.43,61.86,22.74,10.0,0,4.6,BBB+
Shakti Foods,Steel & Metals,10887.89,1273.04,5.91,8.41,2.45,3.27,1.21,0.79,4.06,5.27,878.04,14243.22,0.76,43.78,14.47,6544.69,1,7.5,BB-
Desh Foods,Textiles,290.74,-634.62,-24.12,-31.64,5.22,-1.1,0.49,0.23,-16.23,-17.06,-127.79,3494.07,0.28,21.27,10.0,525.33,0,9.9,D
Sagar Corporation,Telecom,54682.89,11638.02,12.85,18.11,0.43,12.33,2.44,1.46,14.07,18.82,11981.86,20342.67,5.48,50.87,37.16,25759.89,0,2.0,AA
Durga Technologies,Pharmaceuticals,21539.36,5173.79,20.31,7.0,0.13,6.92,0.95,1.6,11.9,14.34,11197.97,27636.15,4.08,46.53,10.0,47602.65,0,3.9,A-
Priya Chemicals,Power & Utilities,20724.18,8980.06,24.86,11.66,1.59,4.97,2.2,1.57,6.25,13.3,10072.39,30171.82,3.07,32.37,39.87,58618.91,0,3.8,A
Anand Exports,Power & Utilities,39769.56,9856.68,23.55,14.14,0.94,12.74,1.72,2.41,9.7,18.12,16384.5,10.0,3.56,52.27,45.08,122202.98,0,2.4,AA+
Saraswati Limited,Steel & Metals,13325.66,1441.19,10.17,4.44,2.9,2.14,1.02,0.42,0.85,5.6,734.97,10443.79,1.31,34.04,10.68,11675.86,0,5.6,BB+
Param Pharma,IT & Technology,34386.89,-1072.52,12.63,9.64,1.14,4.44,1.47,1.31,8.09,11.86,13944.89,24019.55,2.89,47.18,37.28,87048.73,0,2.9,A-
Saraswati Industries,Banking & Financial Services,49814.31,9973.56,24.87,11.63,0.74,7.87,2.18,1.85,8.5,14.57,-3839.41,3831.09,2.48,38.79,41.77,10699.37,1,3.1,A-
Indus Logistics,Chemicals,80118.58,9742.33,27.71,16.78,0.68,12.55,2.18,0.92,10.3,17.92,12716.06,13149.34,4.94,58.14,28.19,72506.33,0,3.0,AA
Vikram Technologies,Real Estate,76211.41,6708.89,20.87,13.27,0.54,9.48,1.96,1.45,8.62,17.28,17679.29,3842.33,4.15,71.8,39.25,68267.44,0,1.7,AA-
Kaveri Agri,Chemicals,3931.93,36.05,-2.48,0.54,1.49,0.99,1.12,0.88,1.14,7.08,319.69,8935.09,0.32,59.4,10.0,6456.93,0,6.7,B
Parvati Infra,Real Estate,57799.96,28930.38,34.21,13.95,0.36,10.3,2.12,2.08,13.22,11.23,13752.05,19850.91,3.84,60.49,59.98,158667.58,0,2.5,AA+
Krishna Holdings,Telecom,21926.61,-68.31,19.45,19.38,0.29,5.95,1.78,1.4,5.59,9.3,485.61,47964.01,2.01,46.01,57.26,27972.33,0,4.4,A+
Raj Infra,Cement,48282.96,1507.91,16.43,13.21,1.38,4.48,1.6,1.45,9.55,17.72,2614.58,20019.28,2.97,67.15,29.14,49330.94,0,5.0,A+
Ganesh Industries,Power & Utilities,16542.63,5155.51,15.15,8.26,0.6,0.92,1.78,1.02,5.41,7.25,874.48,32747.62,2.67,40.54,30.71,22850.37,1,6.5,BBB+
Param Engineering,Telecom,10467.98,5481.43,16.91,7.95,1.75,3.85,1.37,1.34,7.5,14.61,-4498.05,25282.12,1.91,47.58,30.1,23908.35,0,4.8,BBB
Parvati Foods,Aviation,29981.81,4557.89,17.71,9.48,1.66,4.73,1.37,1.25,5.35,16.75,4475.91,12492.69,2.97,22.78,30.37,9556.29,0,5.2,BBB+
Raj Logistics,Aviation,30155.11,12134.54,20.72,14.78,0.43,7.75,2.34,1.76,8.01,11.37,12865.74,28383.05,4.53,63.51,65.59,159824.07,0,5.0,AA+
Shakti Limited,Chemicals,10.0,-2387.12,19.96,14.02,0.78,7.41,1.69,1.06,6.64,14.2,9374.05,20698.89,2.57,58.84,29.61,83501.32,0,2.6,A+
Kaveri Polymers,Media & Entertainment,9523.15,1523.43,6.54,8.03,2.95,1.5,1.52,0.32,4.61,4.43,1385.64,6387.24,1.18,30.66,16.29,18979.54,1,8.2,BB-
Krishna Exports,Telecom,11141.87,5983.53,6.87,7.14,0.99,5.35,1.46,0.48,2.38,7.96,4181.29,29660.09,1.65,41.42,31.16,3057.15,0,5.3,BBB
Konkan Chemicals,IT & Technology,12254.1,3795.36,15.51,9.49,0.67,4.24,1.71,1.08,6.2,10.67,4104.4,20782.97,1.23,57.84,10.0,24241.7,0,4.6,BBB-
Arjun Steel,Infrastructure & Construction,16719.89,1581.42,17.56,8.17,0.95,5.11,1.46,1.16,7.83,15.2,3543.61,16368.1,1.09,50.48,34.95,25314.72,0,5.7,BBB-
Meera Logistics,Power & Utilities,12657.5,959.02,13.95,5.88,1.39,3.02,0.83,0.79,2.76,4.52,982.28,29103.69,1.57,52.13,10.0,10.0,0,6.5,BB+
Kiran Polymers,Chemicals,37548.0,27337.26,25.64,18.17,0.7,10.16,3.5,1.22,9.18,14.23,20375.95,31625.03,3.26,49.36,62.77,121701.26,0,2.5,AA+
Jai Textiles,Telecom,39207.64,8851.02,16.88,11.42,0.44,6.99,2.1,1.65,9.67,14.49,12207.88,41384.63,3.91,69.42,30.49,61636.38,0,2.6,A
Kaveri Foods,Pharmaceuticals,3730.27,401.38,14.46,7.0,0.63,3.68,1.37,1.3,9.03,12.37,1246.07,27760.69,1.8,45.12,15.38,13036.7,1,5.6,BBB+
Bharat Logistics,Infrastructure & Construction,39198.46,15715.09,23.37,13.7,0.71,3.93,1.57,1.06,1.6,10.97,12408.84,33529.0,2.5,56.78,10.0,58462.93,0,3.4,A
Arjun Ventures,Chemicals,10.0,868.85,15.12,4.78,0.95,3.89,0.84,0.75,1.44,3.89,528.71,22361.5,1.59,36.59,10.0,10871.84,0,6.7,BB-
Kiran Chemicals,Banking & Financial Services,17757.4,2774.87,15.49,7.46,1.63,6.17,1.45,1.0,5.51,9.03,3876.96,25294.12,1.59,58.82,24.19,5449.15,1,5.2,BBB+
Durga Capital,Energy & Oil,12802.09,1865.24,9.56,2.58,1.8,2.29,1.27,0.86,2.86,9.99,395.42,40794.03,1.43,26.22,19.48,12636.1,0,5.3,BB
Prem Agri,Automobile,882.81,589.73,-2.02,-3.35,2.93,0.89,0.76,0.53,-1.21,4.94,-41.96,7713.98,0.89,31.15,10.0,10.0,0,7.6,B+
Vindhya Ceramics,Chemicals,9826.13,925.2,15.06,9.44,1.24,5.47,1.61,0.97,6.48,11.15,2581.35,35556.37,1.35,48.28,35.9,24634.86,1,3.6,BBB+
Shri Ventures,Infrastructure & Construction,10.0,1126.66,6.23,-0.75,2.78,0.53,0.83,0.46,-1.12,-5.42,-279.3,20170.3,0.55,43.02,17.74,3041.45,1,7.6,B
Aarav Agri,IT & Technology,10833.8,5407.82,24.38,12.35,0.34,2.98,1.4,1.12,1.55,5.77,4852.22,13290.57,1.06,34.76,27.9,7661.78,1,4.2,BBB
Sahyadri Capital,Pharmaceuticals,10.0,898.53,6.59,-0.0,2.08,1.73,1.02,0.77,0.12,3.2,320.66,7599.45,0.78,26.25,14.39,10.0,1,7.7,B+
Raj Technologies,Banking & Financial Services,26340.45,9522.83,18.18,9.32,0.96,7.17,1.6,1.09,7.54,12.79,12100.48,32747.14,2.81,40.81,40.87,31651.85,0,4.1,A
Krishna Solutions,Infrastructure & Construction,18873.23,-2006.9,14.21,8.38,1.06,3.69,0.86,0.29,3.05,11.85,-3304.92,9877.45,0.84,45.09,43.58,16742.36,0,5.7,BBB+
Vijay Power,Media & Entertainment,15213.07,2570.02,19.63,9.42,1.32,3.33,1.3,1.23,4.33,14.69,615.14,37205.41,2.04,36.38,29.09,10245.46,0,4.6,BBB+
Vijay Limited,Cement,46677.2,20590.02,28.11,11.5,0.29,10.81,2.37,1.33,15.77,21.25,7246.54,13332.94,3.57,54.68,60.84,159071.38,0,3.0,AA
Indus Finance,Textiles,44813.55,7762.17,22.01,14.38,0.95,4.44,1.53,1.2,6.23,9.11,8703.81,33196.12,1.73,49.11,29.79,55458.33,0,2.4,A
Raj Agri,Power & Utilities,5559.17,-136.89,4.07,0.02,2.4,1.13,1.22,0.36,2.31,-7.05,618.11,10.0,1.41,29.15,19.74,5710.39,1,7.2,B
Radha Chemicals,Aviation,6628.41,4574.74,12.88,5.54,1.41,2.42,1.3,1.03,3.72,9.53,5262.97,17549.18,1.62,45.9,28.54,4492.04,1,5.2,BBB
Konkan Power,Pharmaceuticals,5283.62,26559.79,33.76,12.8,0.28,10.68,1.49,2.15,9.59,24.49,6053.58,20653.57,5.07,54.77,46.08,165559.53,1,1.5,AA-
Jai Ventures,Media & Entertainment,3743.21,10125.45,21.94,16.25,0.72,3.14,0.86,2.3,9.32,15.55,7114.56,6529.92,2.16,72.92,39.9,27092.07,0,3.1,A
